,artists,album,genre,scores,years,labels,dates,reviewer,Release Year,day,month,electronic,pop,r&b,rap,experimental,rock,global,folk,country,jazz,Reissue,Prev1,Prev2,Prev3,Prev4,Prev5,Prev6,Prev7,Prev8,Prev9,Prev10,Wait,Major,MajorIndie,Label Switch,Other
4975,Ken Camden,Space Mirror,,6.2,2013,Kranky,2013-08-06,Nick Neyland,2013,6,8,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
4000,Kemialliset Ystävät,Alas Rattoisaa Virtaa,ExperimentalRock,7.6,2014,Dekorder,2014-05-12,Winston Cook-Wilson,2014,12,5,0,0,0,0,1,1,0,0,0,0,0,7.6,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0,0,1,1
8705,Kemialliset Ystävät,Ullakkopalo,ExperimentalRock,7.6,2010,Fonal,2010-08-26,Mark Richardson,2010,26,8,0,0,0,0,1,1,0,0,0,0,0,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,0,1
12365,Kemialliset Ystävät,Kemialliset Ystävät,ExperimentalRock,7.7,2007,Fonal,2007-10-10,Andrew Gaerig,2007,10,10,0,0,0,0,1,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1250,Kelsey Lu,Church EP,Experimental,7.6,2016,True Panther,2016-07-12,Jazz Monroe,2016,12,7,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
200,Kelly Moran,Bloodroot,Experimental,7.8,2017,Telegraph Harp,2017-04-20,Seth Colter Walls,2017,20,4,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
285,Kelly Lee Owens,Kelly Lee Owens,Electronic,8.0,2017,Smalltown Supersound,2017-03-28,Philip Sherburne,2017,28,3,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
6430,Kelly Hogan,I Like to Keep Myself in Pain,Rock,6.0,2012,Anti-,2012-06-19,Stephen M. Deusner,2012,19,6,0,0,0,0,0,1,0,0,0,0,0,6.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,0,0,1,1
19560,Kelly Hogan,Because It Feel Good,Rock,6.1,2001,NA/NA,2001-09-27,John Dark,2001,27,9,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
4756,Kelley Stoltz,Double Exposure,Rock,6.8,2013,Third Man,2013-10-03,Evan Minsker,2013,3,10,0,0,0,0,0,1,0,0,0,0,0,6.8,6.7,6.3,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,1,1
8557,Kelley Stoltz,To Dreamers,Rock,6.8,2010,Sub Pop,2010-10-12,Paul Thompson,2010,12,10,0,0,0,0,0,1,0,0,0,0,0,6.7,6.3,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,1,0,0
11932,Kelley Stoltz,Circular Sounds,Rock,6.7,2008,Sub Pop,2008-02-18,Ian Cohen,2008,18,2,0,0,0,0,0,1,0,0,0,0,0,6.3,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,1,0,0
14440,Kelley Stoltz,Below the Branches,Rock,6.3,2006,Sub Pop,2006-03-05,Stephen M. Deusner,2006,5,3,0,0,0,0,0,1,0,0,0,0,0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,0,1,1,0
20300,Kelley Stoltz,The Past Was Faster,Rock,3.5,1999,NA/NA,1999-12-14,Matt LeMay,1999,14,12,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
11885,Kelley Polar,I Need You to Hold on While the Sky Is Falling,ElectronicPop/R&B,8.4,2008,Environ,2008-03-03,Mark Pytlik,2008,3,3,1,1,1,0,0,0,0,0,0,0,0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,0,1
14802,Kelley Polar,Love Songs of the Hanging Gardens,ElectronicPop/R&B,7.8,2005,Environ,2005-11-21,Philip Sherburne,2005,21,11,1,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
4044,Kelis,Food,Rap,6.3,2014,Ninja Tune,2014-04-30,Nate Patrin,2014,30,4,0,0,0,1,0,0,0,0,0,0,0,7.2,6.0,7.5,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0,0,1,1
8885,Kelis,Flesh Tone,Rap,7.2,2010,Interscope,2010-07-08,Jess Harvell,2010,8,7,0,0,0,1,0,0,0,0,0,0,0,6.0,7.5,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1,0,1,0
11860,Kelis,The Hits,Rap,6.0,2008,Virgin,2008-03-10,Joshua Love,2008,10,3,0,0,0,1,0,0,0,0,0,0,0,7.5,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1,0,1,0
13782,Kelis,Kelis Was Here,Rap,7.5,2006,Jive,2006-08-30,Tim Finney,2006,30,8,0,0,0,1,0,0,0,0,0,0,0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,1,1
17260,Kelis,Tasty,Rap,6.5,2003,Arista/Star Trak,2004-01-05,Scott Plagenhoef,2003,5,1,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2231,Kelela,Hallucinogen EP,Pop/R&B,8.3,2015,Warp/Cherry Coffee,2015-10-07,Anupa Mistry,2015,7,10,0,1,1,0,0,0,0,0,0,0,0,7.0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,1,1,0
1949,Kelela,Hallucinogen Remixes,Pop/R&B,7.0,2015,Warp,2016-01-15,Eric Torres,2015,15,1,0,1,1,0,0,0,0,0,0,0,0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,1,1,0
4705,Kelela,Cut 4 Me,Pop/R&B,8.3,2013,Fade to Mind,2013-10-18,Miles Raymer,2013,18,10,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3445,Kele,Trick,ElectronicRock,6.0,2014,Kobalt/Lilac,2014-10-16,Larry Fitzmaurice,2014,16,10,1,0,0,0,0,1,0,0,0,0,0,5.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0,0,1,1
8930,Kele,The Boxer,ElectronicRock,5.1,2010,Polydor/Wichita,2010-06-24,Joshua Love,2010,24,6,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1239,Kel Valhaal,New Introductory Lectures on the System of Transcendental Qabala,Experimental,3.5,2016,YLYLCYN,2016-07-15,Kevin Lozano,2016,15,7,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
17722,Keith Rowe,Duos for Doris,Experimental,7.8,2003,Erstwhile,2003-07-21,Andy Beta,2003,21,7,0,0,0,0,1,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
17660,Keith Hudson,Playing it Cool and Playing it Right,Global,8.3,1981/2003,Joint International,2003-08-12,Andy Beta,1981,12,8,0,0,0,0,0,0,1,0,0,0,0,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,0,0,1,1
16415,Keith Hudson,"Flesh of My Skin, Blood of My Blood",Global,7.9,1974/2004,Atra,2004-09-07,Andy Beta,1974,7,9,0,0,0,0,0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
5072,Keith Fullerton WhitmanFloris Vanhoof,Split LP,ElectronicRock,6.8,2013,Shelter Press,2013-07-10,Nick Neyland,2013,10,7,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
6436,Keith Fullerton Whitman,Occlusions,ElectronicRock,6.7,2012,Editions Mego,2012-06-18,Nick Neyland,2012,18,6,1,0,0,0,0,1,0,0,0,0,0,7.5,8.6,9.1,6.9,7.6,7.7,7.3,9.7,-1.0,-1.0,0.0,0,0,0,1
6891,Keith Fullerton Whitman,Generators,ElectronicRock,7.5,2012,Editions Mego,2012-02-21,Mark Richardson,2012,21,2,1,0,0,0,0,1,0,0,0,0,0,8.6,9.1,6.9,7.6,7.7,7.3,9.7,-1.0,-1.0,-1.0,6.0,0,0,1,1
14427,Keith Fullerton Whitman,Lisbon,ElectronicRock,8.6,2006,Kranky,2006-03-08,Mark Richardson,2006,8,3,1,0,0,0,0,1,0,0,0,0,0,9.1,6.9,7.6,7.7,7.3,9.7,-1.0,-1.0,-1.0,-1.0,1.0,0,0,0,1
15448,Keith Fullerton Whitman,Multiples,ElectronicRock,9.1,2005,Kranky,2005-06-05,Mark Richardson,2005,5,6,1,0,0,0,0,1,0,0,0,0,0,6.9,7.6,7.7,7.3,9.7,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,1,1
15719,Keith Fullerton Whitman,Yearlong,ElectronicRock,6.9,2005,Carpark,2005-03-29,Matthew Murphy,2005,29,3,1,0,0,0,0,1,0,0,0,0,0,7.6,7.7,7.3,9.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
16281,Keith Fullerton Whitman,Schöner Flußengel,ElectronicRock,7.6,2004,Kranky,2004-10-04,Cameron Macdonald,2004,4,10,1,0,0,0,0,1,0,0,0,0,0,7.7,7.3,9.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,0,1
16894,Keith Fullerton Whitman,Antithesis EP,ElectronicRock,7.7,2004,Kranky,2004-04-19,Mark Richardson,2004,19,4,1,0,0,0,0,1,0,0,0,0,0,7.3,9.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
18144,Keith Fullerton Whitman,Dartmouth Street Underpass,ElectronicRock,7.3,2003,Locust/Met Life,2003-03-17,Andy Beta,2003,17,3,1,0,0,0,0,1,0,0,0,0,0,9.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
18523,Keith Fullerton Whitman,Playthroughs,ElectronicRock,9.7,2002,Kranky,2002-10-22,Mark Richardson,2002,22,10,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
687,Keita Sano,Keita Sano,Electronic,7.4,2016,Rett I Fletta,2016-12-02,Drew Gaerig,2016,2,12,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
15104,Keiji Haino,Black Blues (Acoustic) / (Electric),ExperimentalRock,7.8,2005,DSA,2005-08-31,Brandon Stosuy,2005,31,8,0,0,0,0,1,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
512,Kehlani,SweetSexySavage,Pop/R&B,7.0,2017,Atlantic/TSNMI,2017-01-30,Katherine St. Asaph,2017,30,1,0,1,1,0,0,0,0,0,0,0,0,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1,0,1,0
2795,Kehlani,You Should Be Here,Pop/R&B,7.4,2015,Self-released,2015-05-06,Matthew Ramirez,2015,6,5,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
7055,Keepaway,Black Flute,Rock,4.7,2012,Greedhead,2012-01-09,Ian Cohen,2012,9,1,0,0,0,0,0,1,0,0,0,0,0,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
8957,Keepaway,Baby Style EP,Rock,6.7,2010,Lefse,2010-06-16,Ian Cohen,2010,16,6,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
4811,Keep Shelly in Athens,At Home,ElectronicRock,6.0,2013,Cascine,2013-09-18,Ian Cohen,2013,18,9,1,0,0,0,0,1,0,0,0,0,0,6.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
7096,Keep Shelly in Athens,Campus Martius,ElectronicRock,6.9,2011,Planet Mu,2011-12-07,Andrew Ryce,2011,7,12,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
14111,Keene Brothers,Blues and Boogie Shoes,Rock,6.3,2006,Fading Captain,2006-05-23,John Motley,2006,23,5,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1758,Kedr Livanskiy,January Sun,Electronic,7.8,2016,2MR,2016-03-02,Saby Reyes-Kulkarni,2016,2,3,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
9070,Keane,Night Train EP,Rock,3.0,2010,Interscope,2010-05-14,Ian Cohen,2010,14,5,0,0,0,0,0,1,0,0,0,0,0,4.5,4.1,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1,0,1,0
11047,Keane,Perfect Symmetry,Rock,4.5,2008,Island,2008-10-15,Tom Ewing,2008,15,10,0,0,0,0,0,1,0,0,0,0,0,4.1,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
14015,Keane,Under the Iron Sea,Rock,4.1,2006,Interscope,2006-06-19,David Raposa,2006,19,6,0,0,0,0,0,1,0,0,0,0,0,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1,0,0,0
16517,Keane,Hopes and Fears,Rock,2.8,2004,Interscope,2004-08-08,Stephen M. Deusner,2004,8,8,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
11348,Keak da Sneak,Deified,Pop/R&BRap,5.8,2008,Keak Da Sneak,2008-07-25,Evan McGarvey,2008,25,7,0,1,1,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1480,Kaytranada,99.9%,Pop/R&B,8.0,2016,XL,2016-05-13,Jonah Bromwich,2016,13,5,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
11279,Kayo Dot,Blue Lambency Downward,Metal,3.3,2008,Virgin,2008-08-14,Grayson Currin,2008,14,8,0,0,0,0,0,0,0,0,0,0,0,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,1,0,1,0
14419,Kayo Dot,Dowsing Anemone With Copper Tongue,Metal,7.7,2005/2006,Robotic Empire,2006-03-09,Chris Dahlen,2005,9,3,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
10764,Kayhan Kalhor & Brooklyn Rider,Silent City,,7.6,2008,World Village,2009-01-23,Joe Tangari,2008,23,1,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
5581,Kavinsky,Outrun,Electronic,6.3,2013,Mercury,2013-02-27,Miles Raymer,2013,27,2,1,0,0,0,0,0,0,0,0,0,0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,0,0,1,1
12849,Kavinsky,1986 EP,Electronic,4.0,2007,Record Makers,2007-05-24,Mark Pytlik,2007,24,5,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1062,Katy GoodmanGreta Morgan,"Take It, It?s Yours",Rock,6.7,2016,Polyvinyl,2016-08-27,Zoe Camp,2016,27,8,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,0
1525,Katy B,Honey,ElectronicRock,7.0,2016,Rinse/Virgin EMI,2016-05-03,Brad Nelson,2016,3,5,1,0,0,0,0,1,0,0,0,0,0,7.8,7.8,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1,0,1,0
4347,Katy B,Little Red,ElectronicRock,7.8,2014,Columbia,2014-02-10,Jordan Sargent,2014,10,2,1,0,0,0,0,1,0,0,0,0,0,7.8,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1,0,1,0
5795,Katy B,Danger EP,ElectronicRock,7.8,2012,Self-released,2012-12-13,Carrie Battan,2012,13,12,1,0,0,0,0,1,0,0,0,0,0,8.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
7992,Katy B,On a Mission,ElectronicRock,8.1,2011,Columbia/Rinse,2011-03-29,Nate Patrin,2011,29,3,1,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
5086,Katie Got Bandz,Drillary Clinton,Rap,5.5,2013,Lawless,2013-07-02,Carrie Battan,2013,2,7,0,0,0,1,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
859,Katie Gately,Color,Electronic,7.3,2016,Tri Angle,2016-10-20,Claire Lobenfeld,2016,20,10,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
1128,Katie Dey,Flood Network,Electronic,7.8,2016,Joy Void,2016-08-10,Jazz Monroe,2016,10,8,1,0,0,0,0,0,0,0,0,0,0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0,0,1,1
2629,Katie Dey,asdfasdf,Electronic,7.0,2015,Orchid Tapes,2015-06-22,Sasha Geffen,2015,22,6,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
12874,Kathy Diamond,Miss Diamond to You,Pop/R&B,7.8,2007,Permanent Vacation,2007-05-18,Dominique Leone,2007,18,5,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
2867,Kathryn Calder,Kathryn Calder,Rock,6.8,2015,File Under: Music,2015-04-16,Evan Rytlewski,2015,16,4,0,0,0,0,0,1,0,0,0,0,0,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,0,0,0,1
8767,Kathryn Calder,Are You My Mother?,Rock,6.2,2010,File Under: Music,2010-08-11,Rebecca Raber,2010,11,8,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
7017,Kathleen Edwards,Voyageur,Rock,6.4,2012,Zoe/Rounder,2012-01-18,Stephen M. Deusner,2012,18,1,0,0,0,0,0,1,0,0,0,0,0,7.9,7.7,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0,0,0,1
11744,Kathleen Edwards,Asking for Flowers,Rock,7.9,2008,Zoe/Rounder,2008-04-09,Stephen M. Deusner,2008,9,4,0,0,0,0,0,1,0,0,0,0,0,7.7,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,0,1
15784,Kathleen Edwards,Back to Me,Rock,7.7,2005,Zoe/Rounder,2005-03-13,Stephen M. Deusner,2005,13,3,0,0,0,0,0,1,0,0,0,0,0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
17893,Kathleen Edwards,Failer,Rock,7.5,2003,Zoe,2003-05-29,Amanda Petrusich,2003,29,5,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
9422,Kath Bloom,Thin Thin Line,Folk/Country,8.0,2010,Caldo Verde,2010-02-10,Stephen M. Deusner,2010,10,2,0,0,0,0,0,0,0,1,1,0,0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,0,0,1,1
13287,Kath Bloom,Finally,Folk/Country,7.8,2006,Chapter,2007-01-30,Stephen M. Deusner,2006,30,1,0,0,0,0,0,0,0,1,1,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
7085,Kate Wax,Dust Collision,Electronic,7.3,2011,Border Community,2011-12-08,Andrew Ryce,2011,8,12,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
7642,Kate Simko,Lights Out,Electronic,6.9,2011,Hello?Repeat,2011-06-30,Joe Tangari,2011,30,6,1,0,0,0,0,0,0,0,0,0,0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0,0,1,1
10147,Kate Simko,Music From the Atom Smashers,Electronic,7.5,2009,Ghostly,2009-07-06,Brian Howe,2009,6,7,1,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
3084,Kate Pierson,Guitars and Microphones,Rock,6.4,2015,Kobalt/Lazy Meadow,2015-02-19,Jamieson Cox,2015,19,2,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
5532,Kate Nash,Girl Talk,Rock,6.4,2013,have 10p,2013-03-07,Jillian Mapes,2013,7,3,0,0,0,0,0,1,0,0,0,0,0,7.8,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,1,1
9131,Kate Nash,My Best Friend Is You,Rock,7.8,2010,Fiction,2010-04-29,Marc Hogan,2010,29,4,0,0,0,0,0,1,0,0,0,0,0,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,0,0,0,1
12473,Kate Nash,Made of Bricks,Rock,5.5,2007,Fiction,2007-09-11,Ryan Dombal,2007,11,9,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
11790,Kate Maki,On High,Rock,6.5,2008,Ow Om,2008-03-27,Stephen M. Deusner,2008,27,3,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
701,Kate Bush,Before the Dawn,Pop/R&B,8.5,2016,Fish People/Concord,2016-11-28,Laura Snapes,2016,28,11,0,1,1,0,0,0,0,0,0,0,0,8.5,7.3,6.4,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,0,0,1,1
7155,Kate Bush,50 Words for Snow,Pop/R&B,8.5,2011,Anti-/Fish People,2011-11-21,Ryan Dombal,2011,21,11,0,1,1,0,0,0,0,0,0,0,0,7.3,6.4,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0,0,1,1
7799,Kate Bush,Director's Cut,Pop/R&B,7.3,2011,EMI/Fish People,2011-05-19,Jess Harvell,2011,19,5,0,1,1,0,0,0,0,0,0,0,0,6.4,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,1,0,1,0
14843,Kate Bush,Aerial,Pop/R&B,6.4,2005,Columbia,2005-11-09,Dominique Leone,2005,9,11,0,1,1,0,0,0,0,0,0,0,0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,1,0,1,0
1362,Kate Bush,Hounds of Love,Pop/R&B,10.0,1985,EMI,2016-06-12,Barry Walters,1985,12,6,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,0,0,0
2104,Kate Boy,One,Pop/R&B,6.9,2015,Island/Fiction,2015-11-11,Eric Torres,2015,11,11,0,1,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
16915,Kat Cosm,Knightboat EP,,6.4,2004,Staubgold,2004-04-13,Mark Richardson,2004,13,4,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
11639,Kassin + 2,Futurismo,Rock,7.5,2008,Luaka Bop,2008-05-06,Joshua Klein,2008,6,5,0,0,0,0,0,1,0,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1
